electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour,nday,hour_cos,hour_sin,month_cos,month_sin
0.21046,2.464939,0.0,0.0,-0.146,1,20,4,461,0.4600650377311522,0.8878852184023752,0.8660254037844387,0.49999999999999994
0.239135,3.676837,0.0,0.0,-0.124,1,20,5,462,0.20345601305263397,0.9790840876823228,0.8660254037844387,0.49999999999999994
0.344273,6.100633,0.248846,0.0,0.052,1,20,6,463,-0.06824241336467088,0.9976687691905392,0.8660254037844387,0.49999999999999994
0.469588,1.25304,3.539154,0.111,0.34,1,20,7,464,-0.33487961217098616,0.9422609221188205,0.8660254037844387,0.49999999999999994
0.405839,3.676837,0.432069,0.794,1.034,1,20,8,465,-0.5766803221148671,0.8169698930104421,0.8660254037844387,0.49999999999999994
0.411284,1.859216,0.446604,1.395,1.545,1,20,9,466,-0.7757112907044199,0.6310879443260526,0.8660254037844387,0.49999999999999994
0.407695,0.643662,1.906762,1.996,2.064,1,20,10,467,-0.9172113015054528,0.3984010898462418,0.8660254037844387,0.49999999999999994
0.44523,1.25304,0.0,2.373,2.423,1,20,11,468,-0.9906859460363308,0.13616664909624665,0.8660254037844387,0.49999999999999994
0.45768,2.464939,0.569937,2.376,2.568,1,20,12,469,-0.9906859460363308,-0.1361666490962464,0.8660254037844387,0.49999999999999994
0.49802,2.669315,0.894422,2.099,2.48,1,20,13,470,-0.9172113015054532,-0.3984010898462412,0.8660254037844387,0.49999999999999994
0.482458,0.635966,0.296974,1.327,2.148,1,20,14,471,-0.7757112907044198,-0.6310879443260528,0.8660254037844387,0.49999999999999994
0.423431,1.25304,0.0,0.528,1.528,1,20,15,472,-0.5766803221148672,-0.816969893010442,0.8660254037844387,0.49999999999999994
0.532154,3.070021,0.0,0.007,0.761,1,20,16,473,-0.3348796121709864,-0.9422609221188204,0.8660254037844387,0.49999999999999994
0.705264,3.069745,0.489441,0.0,0.509,1,20,17,474,-0.06824241336467135,-0.9976687691905392,0.8660254037844387,0.49999999999999994
0.67091,3.067459,0.0,0.0,0.415,1,20,18,475,0.20345601305263417,-0.9790840876823228,0.8660254037844387,0.49999999999999994
0.557523,3.676837,0.578906,0.0,0.224,1,20,19,476,0.46006503773115237,-0.8878852184023751,0.8660254037844387,0.49999999999999994
0.518471,4.888735,0.490317,0.0,0.017,1,20,20,477,0.6825531432186536,-0.7308359642781246,0.8660254037844387,0.49999999999999994
0.40841,0.041142,0.0,0.0,-0.156,1,20,21,478,0.8544194045464881,-0.5195839500354343,0.8660254037844387,0.49999999999999994
0.354601,1.25304,0.0,0.0,-0.337,1,20,22,479,0.9629172873477992,-0.2697967711570244,0.8660254037844387,0.49999999999999994
0.850754,2.464939,1.174849,0.0,-0.513,1,20,23,480,1.0,-2.4492935982947064e-16,0.8660254037844387,0.49999999999999994
0.242584,7.312532,0.0,0.0,-12.194,2,16,0,1105,1.0,0.0,0.5000000000000001,0.8660254037844386
0.222543,7.312532,0.0,0.0,-12.257,2,16,1,1106,0.9629172873477994,0.2697967711570243,0.5000000000000001,0.8660254037844386
0.207628,1.25304,0.0,0.0,-12.337,2,16,2,1107,0.8544194045464886,0.5195839500354336,0.5000000000000001,0.8660254037844386
0.201761,0.041142,0.0,0.0,-12.514,2,16,3,1108,0.6825531432186541,0.730835964278124,0.5000000000000001,0.8660254037844386
0.211501,0.041142,0.407176,0.0,-12.733,2,16,4,1109,0.4600650377311522,0.8878852184023752,0.5000000000000001,0.8660254037844386
0.240005,0.041142,0.317905,0.0,-12.899,2,16,5,1110,0.20345601305263397,0.9790840876823228,0.5000000000000001,0.8660254037844386
0.344936,7.312532,0.147999,0.0,-13.022,2,16,6,1111,-0.06824241336467088,0.9976687691905392,0.5000000000000001,0.8660254037844386
0.394513,4.892163,0.0,0.743,-12.715,2,16,7,1112,-0.33487961217098616,0.9422609221188205,0.5000000000000001,0.8660254037844386
0.406082,3.475996,0.0,2.457,-12.095,2,16,8,1113,-0.5766803221148671,0.8169698930104421,0.5000000000000001,0.8660254037844386
0.411084,3.169239,2.680955,4.373,-11.348,2,16,9,1114,-0.7757112907044199,0.6310879443260526,0.5000000000000001,0.8660254037844386
0.398867,2.459458,3.44683,7.104,-10.425,2,16,10,1115,-0.9172113015054528,0.3984010898462418,0.5000000000000001,0.8660254037844386
0.515161,3.070888,0.0,8.51,-9.615,2,16,11,1116,-0.9906859460363308,0.13616664909624665,0.5000000000000001,0.8660254037844386
0.833335,4.279357,1.061086,8.254,-9.036,2,16,12,1117,-0.9906859460363308,-0.1361666490962464,0.5000000000000001,0.8660254037844386
0.410097,6.100633,0.0,6.114,-8.722,2,16,13,1118,-0.9172113015054532,-0.3984010898462412,0.5000000000000001,0.8660254037844386
0.422321,2.464939,0.0,4.403,-8.602,2,16,14,1119,-0.7757112907044198,-0.6310879443260528,0.5000000000000001,0.8660254037844386
0.417386,3.680265,0.0,1.748,-8.61,2,16,15,1120,-0.5766803221148672,-0.816969893010442,0.5000000000000001,0.8660254037844386
0.516824,3.064393,0.419401,0.434,-8.867,2,16,16,1121,-0.3348796121709864,-0.9422609221188204,0.5000000000000001,0.8660254037844386
0.681989,3.274013,0.392319,0.0,-9.376,2,16,17,1122,-0.06824241336467135,-0.9976687691905392,0.5000000000000001,0.8660254037844386
0.654057,3.069745,0.0,0.0,-9.696,2,16,18,1123,0.20345601305263417,-0.9790840876823228,0.5000000000000001,0.8660254037844386
0.56213,3.064477,0.0,0.0,-9.879,2,16,19,1124,0.46006503773115237,-0.8878852184023751,0.5000000000000001,0.8660254037844386
0.490871,3.067459,0.0,0.0,-10.029,2,16,20,1125,0.6825531432186536,-0.7308359642781246,0.5000000000000001,0.8660254037844386
0.429649,3.676837,0.0,0.0,-10.266,2,16,21,1126,0.8544194045464881,-0.5195839500354343,0.5000000000000001,0.8660254037844386
0.372825,4.888735,0.0,0.0,-10.568,2,16,22,1127,0.9629172873477992,-0.2697967711570244,0.5000000000000001,0.8660254037844386
0.277513,6.100633,0.547103,0.0,-10.8,2,16,23,1128,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386
0.242584,6.100633,0.0,0.0,-10.873,2,17,0,1129,1.0,0.0,0.5000000000000001,0.8660254037844386
0.222543,7.312532,0.0,0.0,-10.843,2,17,1,1130,0.9629172873477994,0.2697967711570243,0.5000000000000001,0.8660254037844386
0.207628,7.312532,0.0,0.0,-10.748,2,17,2,1131,0.8544194045464886,0.5195839500354336,0.5000000000000001,0.8660254037844386
0.201761,7.312532,0.0,0.0,-10.425,2,17,3,1132,0.6825531432186541,0.730835964278124,0.5000000000000001,0.8660254037844386
0.211501,7.312532,0.0,0.0,-10.135,2,17,4,1133,0.4600650377311522,0.8878852184023752,0.5000000000000001,0.8660254037844386
0.240005,7.312532,0.0,0.0,-9.93,2,17,5,1134,0.20345601305263397,0.9790840876823228,0.5000000000000001,0.8660254037844386
0.344936,3.676837,4.507824,0.013,-10.173,2,17,6,1135,-0.06824241336467088,0.9976687691905392,0.5000000000000001,0.8660254037844386
0.421761,4.888735,0.967936,2.253,-9.814,2,17,7,1136,-0.33487961217098616,0.9422609221188205,0.5000000000000001,0.8660254037844386
0.406082,4.286214,0.856673,5.543,-8.707,2,17,8,1137,-0.5766803221148671,0.8169698930104421,0.5000000000000001,0.8660254037844386
0.432528,3.676837,0.865806,7.409,-7.943,2,17,9,1138,-0.7757112907044199,0.6310879443260526,0.5000000000000001,0.8660254037844386
0.398867,3.070888,0.527191,9.247,-7.326,2,17,10,1139,-0.9172113015054528,0.3984010898462418,0.5000000000000001,0.8660254037844386
0.412572,2.464939,0.402849,10.0,-6.772,2,17,11,1140,-0.9906859460363308,0.13616664909624665,0.5000000000000001,0.8660254037844386
0.427302,3.067459,0.0,9.907,-6.353,2,17,12,1141,-0.9906859460363308,-0.1361666490962464,0.5000000000000001,0.8660254037844386
0.410097,3.676837,0.0,9.002,-6.098,2,17,13,1142,-0.9172113015054532,-0.3984010898462412,0.5000000000000001,0.8660254037844386
0.422321,1.25304,0.899056,6.669,-6.082,2,17,14,1143,-0.7757112907044198,-0.6310879443260528,0.5000000000000001,0.8660254037844386
0.417386,0.041142,0.397428,3.332,-6.46,2,17,15,1144,-0.5766803221148672,-0.816969893010442,0.5000000000000001,0.8660254037844386
0.702294,0.041142,0.461661,0.419,-7.131,2,17,16,1145,-0.3348796121709864,-0.9422609221188204,0.5000000000000001,0.8660254037844386
1.075001,2.464939,1.213221,0.0,-7.91,2,17,17,1146,-0.06824241336467135,-0.9976687691905392,0.5000000000000001,0.8660254037844386
1.282889,2.464939,1.257771,0.0,-8.516,2,17,18,1147,0.20345601305263417,-0.9790840876823228,0.5000000000000001,0.8660254037844386
0.804071,3.676837,0.734223,0.0,-9.105,2,17,19,1148,0.46006503773115237,-0.8878852184023751,0.5000000000000001,0.8660254037844386
0.490871,2.464939,0.449719,0.0,-9.619,2,17,20,1149,0.6825531432186536,-0.7308359642781246,0.5000000000000001,0.8660254037844386
0.429649,3.676837,0.817103,0.0,-10.085,2,17,21,1150,0.8544194045464881,-0.5195839500354343,0.5000000000000001,0.8660254037844386
0.372825,2.464939,0.186024,0.0,-10.553,2,17,22,1151,0.9629172873477992,-0.2697967711570244,0.5000000000000001,0.8660254037844386
0.277513,0.041142,0.503429,0.0,-11.093,2,17,23,1152,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386
0.242584,0.041142,0.438437,0.0,-11.688,2,18,0,1153,1.0,0.0,0.5000000000000001,0.8660254037844386
0.222543,2.464939,0.0,0.0,-12.246,2,18,1,1154,0.9629172873477994,0.2697967711570243,0.5000000000000001,0.8660254037844386
0.207628,0.041142,0.0,0.0,-12.724,2,18,2,1155,0.8544194045464886,0.5195839500354336,0.5000000000000001,0.8660254037844386
0.201761,0.041142,0.0,0.0,-13.211,2,18,3,1156,0.6825531432186541,0.730835964278124,0.5000000000000001,0.8660254037844386
0.211501,2.464939,0.0,0.0,-13.772,2,18,4,1157,0.4600650377311522,0.8878852184023752,0.5000000000000001,0.8660254037844386
0.240005,2.458182,4.107914,0.0,-14.16,2,18,5,1158,0.20345601305263397,0.9790840876823228,0.5000000000000001,0.8660254037844386
0.344936,6.100633,1.458844,0.019,-14.324,2,18,6,1159,-0.06824241336467088,0.9976687691905392,0.5000000000000001,0.8660254037844386
0.394513,1.25304,0.0,1.445,-13.89,2,18,7,1160,-0.33487961217098616,0.9422609221188205,0.5000000000000001,0.8660254037844386
0.406082,3.071076,2.360826,3.127,-13.559,2,18,8,1161,-0.5766803221148671,0.8169698930104421,0.5000000000000001,0.8660254037844386
0.411084,2.463917,0.654682,3.754,-13.404,2,18,9,1162,-0.7757112907044199,0.6310879443260526,0.5000000000000001,0.8660254037844386
0.398867,3.266364,1.530366,4.434,-13.351,2,18,10,1163,-0.9172113015054528,0.3984010898462418,0.5000000000000001,0.8660254037844386
0.412572,2.457102,0.0,4.445,-13.382,2,18,11,1164,-0.9906859460363308,0.13616664909624665,0.5000000000000001,0.8660254037844386
0.47718,1.25304,0.0,4.643,-13.426,2,18,12,1165,-0.9906859460363308,-0.1361666490962464,0.5000000000000001,0.8660254037844386
0.410097,1.25304,0.713219,4.586,-13.402,2,18,13,1166,-0.9172113015054532,-0.3984010898462412,0.5000000000000001,0.8660254037844386
0.477295,1.25304,0.0,3.447,-13.516,2,18,14,1167,-0.7757112907044198,-0.6310879443260528,0.5000000000000001,0.8660254037844386
0.417386,0.041142,0.57671,1.767,-13.911,2,18,15,1168,-0.5766803221148672,-0.816969893010442,0.5000000000000001,0.8660254037844386
0.525871,0.650519,0.60281,0.443,-14.53,2,18,16,1169,-0.3348796121709864,-0.9422609221188204,0.5000000000000001,0.8660254037844386
0.681989,3.064441,0.392349,0.0,-15.155,2,18,17,1170,-0.06824241336467135,-0.9976687691905392,0.5000000000000001,0.8660254037844386
0.654057,3.070888,0.519633,0.0,-15.635,2,18,18,1171,0.20345601305263417,-0.9790840876823228,0.5000000000000001,0.8660254037844386
0.56213,3.673408,0.0,0.0,-16.073,2,18,19,1172,0.46006503773115237,-0.8878852184023751,0.5000000000000001,0.8660254037844386
0.490871,6.100633,0.419022,0.0,-16.491,2,18,20,1173,0.6825531432186536,-0.7308359642781246,0.5000000000000001,0.8660254037844386
0.429649,3.676837,0.0,0.0,-16.782,2,18,21,1174,0.8544194045464881,-0.5195839500354343,0.5000000000000001,0.8660254037844386
0.372825,3.676837,0.0,0.0,-17.018,2,18,22,1175,0.9629172873477992,-0.2697967711570244,0.5000000000000001,0.8660254037844386
0.277513,1.25304,0.484752,0.0,-17.236,2,18,23,1176,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386
0.242584,1.25304,0.0,0.0,-17.445,2,19,0,1177,1.0,0.0,0.5000000000000001,0.8660254037844386
0.222543,2.464939,0.447625,0.0,-17.667,2,19,1,1178,0.9629172873477994,0.2697967711570243,0.5000000000000001,0.8660254037844386
0.207628,2.464939,0.133599,0.0,-17.956,2,19,2,1179,0.8544194045464886,0.5195839500354336,0.5000000000000001,0.8660254037844386
0.201761,3.676837,0.0,0.0,-18.462,2,19,3,1180,0.6825531432186541,0.730835964278124,0.5000000000000001,0.8660254037844386
0.211501,1.25304,0.0,0.0,-19.255,2,19,4,1181,0.4600650377311522,0.8878852184023752,0.5000000000000001,0.8660254037844386
0.240005,3.676837,0.0,0.0,-19.963,2,19,5,1182,0.20345601305263397,0.9790840876823228,0.5000000000000001,0.8660254037844386
0.344936,3.676837,2.536561,0.086,-20.413,2,19,6,1183,-0.06824241336467088,0.9976687691905392,0.5000000000000001,0.8660254037844386
0.394513,2.464939,0.0,3.164,-19.826,2,19,7,1184,-0.33487961217098616,0.9422609221188205,0.5000000000000001,0.8660254037844386
0.406082,3.676837,0.0,6.054,-18.744,2,19,8,1185,-0.5766803221148671,0.8169698930104421,0.5000000000000001,0.8660254037844386
0.411084,3.676837,0.0,8.169,-17.789,2,19,9,1186,-0.7757112907044199,0.6310879443260526,0.5000000000000001,0.8660254037844386
0.482024,2.464939,0.444979,9.551,-16.789,2,19,10,1187,-0.9172113015054528,0.3984010898462418,0.5000000000000001,0.8660254037844386
0.412572,3.676837,0.158335,10.0,-15.912,2,19,11,1188,-0.9906859460363308,0.13616664909624665,0.5000000000000001,0.8660254037844386
