electkwh,heatingkwh,hotwaterkwh,PV_generation,Temperature,month,day,hour,nday,hour_cos,hour_sin,month_cos,month_sin
0.241389,3.781395,0.0,0.0,-7.488,1,1,0,1,1.0,0.0,0.8660254037844387,0.49999999999999994
0.22142,3.873677,0.0,0.0,-7.637,1,1,1,2,0.9629172873477994,0.2697967711570243,0.8660254037844387,0.49999999999999994
0.206539,6.100633,0.0,0.0,-7.813,1,1,2,3,0.8544194045464886,0.5195839500354336,0.8660254037844387,0.49999999999999994
0.200706,2.464939,0.0,0.0,-7.984,1,1,3,4,0.6825531432186541,0.730835964278124,0.8660254037844387,0.49999999999999994
0.21046,1.25304,0.0,0.0,-8.147,1,1,4,5,0.4600650377311522,0.8878852184023752,0.8660254037844387,0.49999999999999994
0.239135,0.041142,0.0,0.0,-8.221,1,1,5,6,0.20345601305263397,0.9790840876823228,0.8660254037844387,0.49999999999999994
0.344273,4.888735,0.0,0.0,-8.256,1,1,6,7,-0.06824241336467088,0.9976687691905392,0.8660254037844387,0.49999999999999994
0.393835,4.888735,0.0,0.524,-8.197,1,1,7,8,-0.33487961217098616,0.9422609221188205,0.8660254037844387,0.49999999999999994
0.405839,4.286214,1.245169,3.87,-7.428,1,1,8,9,-0.5766803221148671,0.8169698930104421,0.8660254037844387,0.49999999999999994
0.411284,3.070888,3.355036,6.419,-6.125,1,1,9,10,-0.7757112907044199,0.6310879443260526,0.8660254037844387,0.49999999999999994
0.399042,1.858989,3.606322,7.779,-4.617,1,1,10,11,-0.9172113015054528,0.3984010898462418,0.8660254037844387,0.49999999999999994
0.412678,1.858989,0.0,8.313,-3.123,1,1,11,12,-0.9906859460363308,0.13616664909624665,0.8660254037844387,0.49999999999999994
0.427354,3.673408,0.343032,8.018,-1.863,1,1,12,13,-0.9906859460363308,-0.1361666490962464,0.8660254037844387,0.49999999999999994
0.456899,2.464939,0.196861,6.882,-0.976,1,1,13,14,-0.9172113015054532,-0.3984010898462412,0.8660254037844387,0.49999999999999994
0.458434,3.676837,2.688743,4.79,-0.522,1,1,14,15,-0.7757112907044198,-0.6310879443260528,0.8660254037844387,0.49999999999999994
0.491737,1.25304,2.510926,1.563,-0.578,1,1,15,16,-0.5766803221148672,-0.816969893010442,0.8660254037844387,0.49999999999999994
0.534588,1.25304,0.508627,0.0,-1.068,1,1,16,17,-0.3348796121709864,-0.9422609221188204,0.8660254037844387,0.49999999999999994
0.705264,6.100633,0.449093,0.0,-1.3,1,1,17,18,-0.06824241336467135,-0.9976687691905392,0.8660254037844387,0.49999999999999994
0.67091,0.041142,0.0,0.0,-1.558,1,1,18,19,0.20345601305263417,-0.9790840876823228,0.8660254037844387,0.49999999999999994
0.557523,1.25304,0.579583,0.0,-1.825,1,1,19,20,0.46006503773115237,-0.8878852184023751,0.8660254037844387,0.49999999999999994
0.469176,2.464939,2.3063,0.0,-2.051,1,1,20,21,0.6825531432186536,-0.7308359642781246,0.8660254037844387,0.49999999999999994
0.40841,2.464939,1.17559,0.0,-2.322,1,1,21,22,0.8544194045464881,-0.5195839500354343,0.8660254037844387,0.49999999999999994
0.354601,2.464939,0.0,0.0,-2.731,1,1,22,23,0.9629172873477992,-0.2697967711570244,0.8660254037844387,0.49999999999999994
0.276284,3.676837,0.0,0.0,-3.165,1,1,23,24,1.0,-2.4492935982947064e-16,0.8660254037844387,0.49999999999999994
0.241389,2.464939,0.0,0.0,-3.6,1,2,0,25,1.0,0.0,0.8660254037844387,0.49999999999999994
0.22142,3.676837,0.0,0.0,-3.931,1,2,1,26,0.9629172873477994,0.2697967711570243,0.8660254037844387,0.49999999999999994
0.206539,3.676837,0.0,0.0,-4.008,1,2,2,27,0.8544194045464886,0.5195839500354336,0.8660254037844387,0.49999999999999994
0.200706,3.676837,0.0,0.0,-4.006,1,2,3,28,0.6825531432186541,0.730835964278124,0.8660254037844387,0.49999999999999994
0.21046,3.676837,0.0,0.0,-4.075,1,2,4,29,0.4600650377311522,0.8878852184023752,0.8660254037844387,0.49999999999999994
0.239135,3.670213,5.228504,0.0,-4.116,1,2,5,30,0.20345601305263397,0.9790840876823228,0.8660254037844387,0.49999999999999994
0.344273,0.041142,4.406522,0.0,-4.229,1,2,6,31,-0.06824241336467088,0.9976687691905392,0.8660254037844387,0.49999999999999994
0.393835,3.676837,0.913026,0.343,-4.213,1,2,7,32,-0.33487961217098616,0.9422609221188205,0.8660254037844387,0.49999999999999994
0.405839,3.676837,2.390053,3.154,-3.435,1,2,8,33,-0.5766803221148671,0.8169698930104421,0.8660254037844387,0.49999999999999994
0.411284,3.676837,0.0,5.984,-2.268,1,2,9,34,-0.7757112907044199,0.6310879443260526,0.8660254037844387,0.49999999999999994
0.399042,2.464939,0.0,7.389,-0.614,1,2,10,35,-0.9172113015054528,0.3984010898462418,0.8660254037844387,0.49999999999999994
0.839243,2.464939,0.963712,7.457,0.567,1,2,11,36,-0.9906859460363308,0.13616664909624665,0.8660254037844387,0.49999999999999994
0.427354,4.282786,0.991225,5.611,1.031,1,2,12,37,-0.9906859460363308,-0.1361666490962464,0.8660254037844387,0.49999999999999994
0.410142,3.676837,0.0,5.158,1.313,1,2,13,38,-0.9172113015054532,-0.3984010898462412,0.8660254037844387,0.49999999999999994
0.423449,4.888735,0.0,3.797,1.398,1,2,14,39,-0.7757112907044198,-0.6310879443260528,0.8660254037844387,0.49999999999999994
0.423431,3.676837,0.43581,1.466,0.812,1,2,15,40,-0.5766803221148672,-0.816969893010442,0.8660254037844387,0.49999999999999994
0.532154,4.282786,0.0,0.007,0.011,1,2,16,41,-0.3348796121709864,-0.9422609221188204,0.8660254037844387,0.49999999999999994
0.705264,4.888735,0.419429,0.0,-0.02,1,2,17,42,-0.06824241336467135,-0.9976687691905392,0.8660254037844387,0.49999999999999994
0.67091,2.464939,0.0,0.0,0.147,1,2,18,43,0.20345601305263417,-0.9790840876823228,0.8660254037844387,0.49999999999999994
0.557523,2.464939,0.519866,0.0,0.206,1,2,19,44,0.46006503773115237,-0.8878852184023751,0.8660254037844387,0.49999999999999994
0.469176,1.25304,0.0,0.0,0.278,1,2,20,45,0.6825531432186536,-0.7308359642781246,0.8660254037844387,0.49999999999999994
0.40841,0.041142,0.0,0.0,0.254,1,2,21,46,0.8544194045464881,-0.5195839500354343,0.8660254037844387,0.49999999999999994
0.354601,1.25304,0.0,0.0,0.265,1,2,22,47,0.9629172873477992,-0.2697967711570244,0.8660254037844387,0.49999999999999994
0.276284,0.041142,0.0,0.0,0.19,1,2,23,48,1.0,-2.4492935982947064e-16,0.8660254037844387,0.49999999999999994
0.241389,2.464939,0.0,0.0,0.052,1,3,0,49,1.0,0.0,0.8660254037844387,0.49999999999999994
0.22142,2.464939,0.0,0.0,-0.086,1,3,1,50,0.9629172873477994,0.2697967711570243,0.8660254037844387,0.49999999999999994
0.206539,2.464939,0.0,0.0,0.017,1,3,2,51,0.8544194045464886,0.5195839500354336,0.8660254037844387,0.49999999999999994
0.200706,3.676837,0.0,0.0,-0.026,1,3,3,52,0.6825531432186541,0.730835964278124,0.8660254037844387,0.49999999999999994
0.21046,3.676837,0.0,0.0,-0.053,1,3,4,53,0.4600650377311522,0.8878852184023752,0.8660254037844387,0.49999999999999994
0.239135,3.676837,0.439544,0.0,0.027,1,3,5,54,0.20345601305263397,0.9790840876823228,0.8660254037844387,0.49999999999999994
0.344273,6.100633,0.508076,0.0,0.227,1,3,6,55,-0.06824241336467088,0.9976687691905392,0.8660254037844387,0.49999999999999994
0.393835,3.676837,0.0,0.0,0.42,1,3,7,56,-0.33487961217098616,0.9422609221188205,0.8660254037844387,0.49999999999999994
0.455425,3.676837,2.67571,0.126,0.752,1,3,8,57,-0.5766803221148671,0.8169698930104421,0.8660254037844387,0.49999999999999994
0.586022,2.464939,0.445253,0.234,0.919,1,3,9,58,-0.7757112907044199,0.6310879443260526,0.8660254037844387,0.49999999999999994
0.44867,2.464939,2.424618,0.377,1.037,1,3,10,59,-0.9172113015054528,0.3984010898462418,0.8660254037844387,0.49999999999999994
0.412678,3.676837,0.0,0.408,1.107,1,3,11,60,-0.9906859460363308,0.13616664909624665,0.8660254037844387,0.49999999999999994
0.427354,3.676837,1.054699,0.439,1.114,1,3,12,61,-0.9906859460363308,-0.1361666490962464,0.8660254037844387,0.49999999999999994
0.410142,2.464939,0.0,0.522,1.119,1,3,13,62,-0.9172113015054532,-0.3984010898462412,0.8660254037844387,0.49999999999999994
0.423449,3.676837,0.0,0.197,0.988,1,3,14,63,-0.7757112907044198,-0.6310879443260528,0.8660254037844387,0.49999999999999994
0.423431,0.041142,0.392388,0.201,1.16,1,3,15,64,-0.5766803221148672,-0.816969893010442,0.8660254037844387,0.49999999999999994
0.532154,4.888735,0.0,0.0,0.888,1,3,16,65,-0.3348796121709864,-0.9422609221188204,0.8660254037844387,0.49999999999999994
0.705264,6.100633,0.404774,0.0,0.777,1,3,17,66,-0.06824241336467135,-0.9976687691905392,0.8660254037844387,0.49999999999999994
