Temp_FH,Vol_HW,Soc_B,V_HW_plus,V_HW_minus,T_FH_plus,T_FH_minus,profits,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,index
21.847479838234293,57.92990931530899,2.5296006202697754,0.0,0.0,0.0,0.0,0.21143722764257722,3.283142852783203,0.0,0.0,0.24138900637626648,0.0,0.0,0.0,0.0,0.0,0.04728704318404198,0.04728704318404198,0.0,1.0
21.84073077365756,57.31985311448434,2.509155478946923e-7,0.0,0.0,0.0,0.0,-0.06686521368888441,0.0,2.1784285954066687,0.0,2.383625853429283e-7,0.22141976660128948,0.0,0.0,0.0,0.0014642701717093587,0.0,0.0,0.0014642701717093587,2.0
20.977118937936734,56.6486249830336,2.842170943040401e-14,0.0,0.0,0.0,0.0,-0.09808494540392311,3.224142837524414,0.0,0.0,2.6999810891967936e-14,0.20653900504109543,0.0,0.0,0.0,0.12041079998016357,0.0,0.12041079998016357,0.0,3.0
20.184217198918294,55.97739466687149,3.3881317890172014e-21,0.0,0.0,0.0,0.0,-0.1405499573767166,3.209999847412109,0.0,0.0,3.218628274436943e-21,0.20070600509643555,0.0,0.0,0.0,0.26779383420944214,0.0,0.26779383420944214,0.0,4.0
19.4822156680462,55.30616435070938,4.0389678347315804e-28,0.0,0.0,0.0,0.0,-0.19992932875670277,3.214285659790039,0.0,0.0,3.8369038992368496e-28,0.21046000719070435,0.0,0.0,0.0,0.4559710621833801,0.0,0.4559710621833801,0.0,5.0
19.75069572801426,54.63493403454727,4.81482486096809e-35,0.0,0.0,0.0,0.0,-0.8099918836351971,3.2247142246791296,0.0,0.0,4.573945879026472e-35,0.2391349971294403,0.0,0.0,0.0,2.4608378410339355,0.0,2.4608378410339355,0.0,6.0
19.653269210940103,53.96370371838516,5.739718509874451e-42,0.0,0.0,0.0,0.0,-0.5001003315091257,3.2389286041259764,0.0,0.0,5.4527325159579516e-42,0.34427300095558167,0.0,0.0,0.0,1.3227280378341675,0.0,1.3227280378341675,0.0,7.0
19.46690420717546,53.29247340222305,0.0,0.0,0.0,0.0,0.0,-0.3195842780504332,3.2657857077462333,0.0,0.39383500814437866,0.0,0.0,0.0,0.0,0.06501498818397522,1.0652808845043182,0.0,1.1302958726882935,0.0,8.0
19.94562661116683,52.62124308606094,0.0,0.0,0.0,0.0,0.0,-0.5762837162130552,3.3161427089146205,0.0,0.4058389961719513,0.0,0.0,0.0,0.0,0.8947110176086426,1.920945644378662,0.0,2.8156566619873047,0.0,9.0
20.650691809665258,51.950012769898834,0.0,0.0,0.0,0.0,0.0,-0.6438580768846691,3.3570714133126396,0.0,1.2514309883117676,0.0,0.0,0.0,0.0,0.7236189842224121,2.146193504333496,0.0,2.869812488555908,0.0,10.0
21.304949051457044,51.278782453736724,0.0,0.0,0.0,0.0,0.0,-0.1503609597826383,3.3955715179443358,0.0,0.47059300541877747,0.0,0.0,0.0,0.0,1.5225070714950562,0.501203179359436,0.0,2.023710250854492,0.0,11.0
21.714547885561377,50.607552137574615,0.0,0.0,0.0,0.0,0.0,0.0,3.43499995640346,0.0,0.5296559929847717,0.0,0.0,0.5359375476837158,0.0,1.8784563541412354,0.0,0.0,1.8784563541412354,0.0,12.0
22.69253297399046,49.936321821412506,0.5359375476837158,0.0,0.0,0.0,0.0,0.0,3.4683570316859655,0.0,0.42735400795936584,0.0,0.0,0.036704301834106445,0.0,2.6034915447235107,0.0,0.0,2.6034915447235107,0.0,13.0
23.15051340973889,49.265091505250396,0.5726257562637329,0.0,0.0,0.0,0.0,0.04201442087003198,3.490499986921038,0.0,0.4101420044898987,0.0,0.0,0.0,0.0,2.164358139038086,0.0,0.12383389472961426,2.2881920337677,0.0,14.0
22.67265017179169,48.59386118908829,5.960464477539063e-8,0.0,0.0,0.0,0.0,0.04240982595696785,3.4974285670689174,0.0,0.42344900965690613,0.0,0.0,0.0,0.42409825325012207,0.8463026285171509,0.0,0.0,0.8463026285171509,0.0,15.0
22.665899383276702,43.93635577304265,5.960285776041019e-8,0.0,0.0,0.0,0.0,0.004054101616950356,0.0,2.4132142203194755,0.42343100905418396,0.0,0.0,0.0,0.040541015565395355,0.0974779799580574,0.0,0.0,0.0,0.0974779799580574,16.0
22.65914927646518,46.60822706348832,5.960107074542975e-8,0.0,0.0,0.0,0.0,-0.17360042293425093,0.0,2.384214346749442,0.026600001379847527,5.661931208329212e-8,0.5055539637855035,0.0,0.0,0.0,0.07311408966779709,0.0,0.0,0.07311408966779709,17.0
22.652399169653656,47.994102903641036,7.105427357601002e-15,0.0,0.0,0.0,0.0,-0.22523758896639268,0.0,2.356000028337751,0.0,0.0,0.7052639722824097,0.0,0.0,0.0,0.04552796110510826,0.0,0.0,0.04552796110510826,18.0
22.645649062842132,51.061517524692064,7.1052143288147674e-15,0.0,0.0,0.0,0.0,-0.22627047528904543,0.0,2.339571489606585,0.0,0.0,0.6709100008010864,0.0,0.0,0.0,0.08332488685846329,0.0,0.0,0.08332488685846329,19.0
22.63889895603061,46.10485452740601,7.105001300028533e-15,0.0,0.0,0.0,0.0,-0.19908714191464913,0.0,2.329571533203125,0.0,6.7495479683032175e-15,0.5575230121612481,0.0,0.0,0.0,0.10610076785087585,0.0,0.0,0.10610076785087585,20.0
22.632148849219085,48.40615855744784,8.470329472543003e-22,0.0,0.0,0.0,0.0,-0.16076288415046047,0.0,2.3237857273646765,0.0,8.046570686092358e-22,0.4691759943962097,0.0,0.0,0.0,0.06670026481151581,0.0,0.0,0.06670026481151581,21.0
