Temp_FH,Vol_HW,Soc_B,T_FH_plus,T_FH_minus,V_HW_plus,V_HW_minus,profits,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,index,B,HP
21.5,100.0,5.0,0.0,0.0,0.0,0.0,0.0,3.3961429050990515,2.32471433367048,0.0,0.24138900637626648,0.0,0.0,0.0,0.0,0.0,0.4506666660308838,0.0,0.4506666660308838,1.0,-4.598723888397217,-0.4506666660308838
20.94172477722168,119.42100524902344,4.293671131134033,0.0,0.0,0.0,0.0,0.0,3.366857201712472,2.295428630283901,0.0,0.22142000496387482,0.0,0.0,0.0,0.0,0.0,0.21622927486896515,0.0,0.21622927486896515,2.0,-4.598926544189453,-0.21622927486896515
20.38344955444336,128.2685546875,3.846961498260498,0.0,0.0,0.0,0.0,0.0,3.34585702078683,2.274428449358259,0.0,0.20653900504112244,0.0,0.0,0.0,0.0,0.0,0.20364847779273987,0.0,0.20364847779273987,3.0,-4.5985589027404785,-0.20364847779273987
19.643388748168945,128.95504760742188,3.4282875061035156,0.0,0.20692665075295125,0.0,0.0,-0.20692665075295125,3.335285677228655,2.2638571058000836,0.0,0.20070600509643555,0.0,0.0,0.0,0.0,0.0,0.14297540485858917,0.14297540485858917,0.0,4.0,-4.599134922027588,0.14297540485858917
18.793073654174805,128.2838134765625,3.0774893760681152,0.0,0.3995835036559896,0.0,0.0,-0.3995835036559896,3.3306429181780133,2.259214346749442,0.0,0.21046000719070435,0.0,0.0,0.0,0.0,0.0,1.0956904888153076,1.0956904888153076,0.0,5.0,-4.598758220672607,1.0956904888153076
18.60041618347168,127.61258697509766,1.7445905208587646,0.0,0.5986066072862428,0.0,0.0,-0.5986066072862428,3.337928444998605,2.2664998735700337,0.0,0.2391349971294403,0.0,0.0,0.0,0.0,0.0,1.080585241317749,1.080585241317749,0.0,6.0,-4.598573684692383,1.080585241317749
18.40139389038086,126.94136047363281,0.39788490533828735,0.0,0.7555724979486698,0.0,0.0,-0.9812478622033315,3.3530714307512555,2.2816428593226843,0.0,0.34427300095558167,0.0,0.0,0.0,0.0,0.7522511842904294,0.04564245908878206,0.7978936433792114,0.0,7.0,-4.598112106323242,0.7978936433792114
18.244426727294922,126.27013397216797,7.374041643970486e-8,0.0,0.7773675100981379,0.0,0.0,-1.1826487323506072,3.3963570731026786,2.324928501674107,0.09594999998807907,7.226343696188644e-8,0.29788492844228204,0.0,0.0,0.0,1.0530524253845215,0.0,1.0530524253845215,0.0,8.0,-4.598229885101318,1.0530524253845215
18.222633361816406,125.59890747070312,7.105427357601002e-15,0.0,0.7129894784735988,0.0,0.0,-0.7932358824954321,3.4687142508370536,2.397285679408482,0.4058389961719513,0.0,0.0,0.0,0.0,0.5223109722137451,0.26748800277709267,6.963109347667376e-15,0.7897989749908447,0.0,9.0,-4.598062038421631,0.7897989749908447
18.287010192871094,124.92768096923828,8.470329472543003e-22,0.0,0.5153572265508366,0.0,0.0,-0.37937677341754483,3.5534999847412108,2.4820714133126396,0.4112839996814728,0.0,0.0,0.0,1.3598045110702515,0.9050613641738892,0.0,0.0,0.9050613641738892,0.0,10.0,-4.5985260009765625,0.9050613641738892
18.484642028808594,124.25645446777344,8.470075522440395e-22,0.0,0.2608799416405496,0.0,0.0,0.02137256500674667,3.6357143402099608,2.5642857687813896,0.399042010307312,0.0,0.0,0.0,2.8225250244140625,1.1569828987121582,0.0,0.0,1.1569828987121582,0.0,11.0,-4.599125385284424,1.1569828987121582
18.739120483398438,123.5852279663086,8.469821572337786e-22,0.0,0.0,0.0,0.0,0.5375859221456336,3.6764286041259764,2.605000032697405,0.4126780033111572,0.0,0.0,0.0,5.3758591413497925,1.136013150215149,0.0,0.0,1.136013150215149,0.0,12.0,-4.59951114654541,1.136013150215149
19.081443786621094,122.91400146484375,8.469567622235177e-22,0.0,0.0,0.0,0.0,0.5454187236043619,3.6952857426234655,2.623857171194894,0.42735400795936584,0.0,0.0,0.0,5.4541871547698975,1.3479588031768799,0.0,0.0,1.3479588031768799,0.0,13.0,-4.599660873413086,1.3479588031768799
19.332223892211914,122.2427749633789,8.469313672132568e-22,0.0,0.0,0.0,0.0,0.5586831116480098,3.703071403503418,2.6316429683140345,0.4101420044898987,0.0,0.0,0.0,5.586831033229828,0.4601770043373108,0.0,0.0,0.4601770043373108,0.0,14.0,-4.599369049072266,0.4601770043373108
19.303415298461914,121.57154846191406,8.46905972202996e-22,0.0,0.0,0.0,0.0,0.4534249075267449,3.6968571254185267,2.6254285539899556,0.42344900965690613,0.0,0.0,0.0,4.534249007701874,0.1476019024848938,0.0,0.0,0.1476019024848938,0.0,15.0,-4.598373889923096,0.1476019024848938
19.19055938720703,113.04353332519531,8.468805771927351e-22,0.0,0.0,0.0,0.0,0.21735061097667527,3.6502856663295202,2.5788570949009486,0.42343100905418396,0.0,0.0,0.0,2.1735060773789883,0.04691285267472267,0.0,0.0,0.0,0.04691285267472267,16.0,-4.5973334312438965,-0.04691285267472267
19.17763900756836,114.69248962402344,8.468551821824742e-22,0.0,0.005145882230493726,0.0,0.0,-0.17868038674481035,3.5252142769949777,2.453785705566406,0.1472499966621399,8.298931086260516e-22,0.38490402698516846,0.0,0.0,0.0,0.19354429841041565,0.0,0.19354429841041565,0.0,17.0,-4.594861030578613,0.19354429841041565
