Temp_FH,Vol_HW,Soc_B,T_FH_plus,T_FH_minus,V_HW_plus,V_HW_minus,profits,comfort,abort,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,index,B,HP
21.5,100.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.88721433367048,3.8157857622419087,0.0,0.18981599807739258,0.0,0.0,0.0,0.0,0.0,0.03240461274981499,0.0,0.03240461274981499,2.0,-4.588006496429443,-0.03240461274981499
21.493249893188477,101.70011138916016,4.773094654083252,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.821785736083984,3.750357164655413,0.0,0.17299799621105194,0.0,0.0,0.0,0.0,0.0,0.05429458245635033,0.0,0.05429458245635033,3.0,-4.592012882232666,-0.05429458245635033
21.486499786376953,97.41268157958984,4.541020393371582,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.741285746438162,3.669857243129185,0.0,0.16041800379753113,0.0,0.0,0.0,0.0,0.0,0.02929754927754402,0.0,0.02929754927754402,4.0,-4.597856521606445,-0.02929754927754402
21.47974967956543,98.80342864990234,4.347296714782715,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.684000028882708,3.6125713893345424,0.0,0.15603700280189514,0.0,0.0,0.0,0.0,0.0,0.019172482192516327,0.0,0.019172482192516327,5.0,-4.599297046661377,-0.019172482192516327
21.472999572753906,99.46050262451172,4.168381214141846,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,4.659071459089007,3.587642887660435,0.030400000512599945,0.1318719983100891,0.0,0.0,0.0,0.0,0.0,0.013205361552536488,0.0,0.013205361552536488,6.0,-4.599702835083008,-0.013205361552536488
21.466249465942383,99.6978530883789,4.020218372344971,0.0,0.0,0.0,0.0,0.04498254314038966,-0.0,0.0,4.687071405138288,3.6156427655901227,0.18522800505161285,0.0,0.0,0.0,0.4498254247009754,0.011896591633558273,0.0,0.0,0.0,0.011896591633558273,7.0,-4.599611282348633,-0.011896591633558273
21.45949935913086,99.8515396118164,4.020097732543945,0.0,0.0,0.0,0.0,0.16124582754441835,-0.0,0.0,4.754785687582833,3.683357184273856,0.2752330005168915,0.0,0.0,0.0,1.6124582514166832,0.04080865532159805,0.0,0.0,0.0,0.04080865532159805,8.0,-4.598845481872559,-0.04080865532159805
21.452749252319336,93.96235656738281,4.01997709274292,0.0,0.0,0.0,0.0,0.3482005204737263,-0.0,0.0,4.8458571570260185,3.774428585597447,0.30973300337791443,0.0,0.0,0.0,3.482005152851343,0.03581162914633751,0.0,0.0,0.0,0.03581162914633751,9.0,-4.5716094970703125,-0.03581162914633751
21.445999145507812,95.88338470458984,4.0198564529418945,0.0,0.0,0.0,0.0,0.5140866685895125,-0.0,0.0,4.923785700116839,3.852357128688267,0.3910219967365265,0.0,0.0,0.0,5.140866609290242,0.013260988518595695,0.0,0.0,0.0,0.013260988518595695,10.0,-4.403740406036377,-0.013260988518595695
21.43924903869629,96.19188690185547,4.019735813140869,0.0,0.0,0.0,0.0,0.6567821302530485,-0.0,0.0,4.96742856161935,3.8959999901907785,0.3127540051937103,0.0,0.0,0.0,6.567821204662323,0.06107455492019653,0.0,0.0,0.0,0.06107455492019653,11.0,-3.8478434085845947,-0.06107455492019653
21.432498931884766,81.54134368896484,4.019615173339844,0.0,0.0,0.0,0.0,0.7448151475908628,-0.0,0.0,4.9857143129621235,3.914285741533552,0.302280992269516,0.0,0.0,0.0,7.4481513649225235,0.06426738202571869,0.0,0.0,0.0,0.06426738202571869,12.0,-3.5053086280822754,-0.06426738202571869
21.425748825073242,71.86510467529297,4.019494533538818,0.0,0.0,0.0,0.0,0.7738100122483075,-0.0,0.0,4.988785689217703,3.917357117789132,0.3123970031738281,0.0,0.0,0.0,7.738100007176399,0.1252031773328781,0.0,0.0,0.0,0.1252031773328781,13.0,-1.2471634149551392,-0.1252031773328781
21.41899871826172,47.60649108886719,4.019373893737793,0.0,0.0,0.0,0.0,0.7641228789705465,-0.0,0.0,4.980071422031948,3.908642850603376,0.32420599460601807,0.0,0.0,0.0,7.641228675842285,0.06776571273803711,0.0,0.0,0.0,0.06776571273803711,14.0,-4.537130355834961,-0.06776571273803711
21.412248611450195,52.01497268676758,4.019253253936768,0.0,0.0,0.0,0.0,0.7033605672919834,-0.0,0.0,4.958571379525321,3.8871428080967494,0.31019899249076843,0.0,0.0,0.0,7.033605568110943,0.054795749485492706,0.0,0.0,0.0,0.054795749485492706,15.0,-4.581879615783691,-0.054795749485492706
21.405498504638672,55.42863464355469,4.019132614135742,0.0,0.0,0.0,0.0,0.5901892302958551,-0.0,0.0,4.925,3.8535714285714286,0.3201960027217865,0.0,0.0,0.0,5.901892215013504,0.06786152720451355,0.0,0.0,0.0,0.06786152720451355,16.0,-4.538249492645264,-0.06786152720451355
21.39874839782715,50.95644760131836,4.019011974334717,0.0,0.0,0.0,0.0,0.4312951517298094,-0.0,0.0,4.8850000381469725,3.8135714667184013,0.32803699374198914,0.0,0.0,0.0,4.312951453030109,0.06341182440519333,0.0,0.0,0.0,0.06341182440519333,17.0,-4.59132194519043,-0.06341182440519333
21.391998291015625,54.547576904296875,4.018891334533691,0.0,0.0,0.0,0.0,0.25633905762939235,-0.0,0.0,4.836642892020089,3.7652143205915176,0.4615429937839508,0.0,0.0,0.0,2.563390538096428,0.07776637375354767,0.0,0.0,0.0,0.07776637375354767,18.0,-4.5805745124816895,-0.07776637375354767
