Temp_FH,Vol_HW,Soc_B,T_FH_plus,T_FH_minus,V_HW_plus,V_HW_minus,profits,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,index,B,HP
21.5,100.0,5.0,0.0,0.0,0.0,0.0,0.0,3.3961429050990515,2.32471433367048,0.0,0.24138900637626648,0.0,0.0,0.0,0.0,0.0,1.0521126985549927,1.0521126985549927,0.0,1.0,-3.0202391147613525,1.0521126985549927
21.477693557739258,99.32877349853516,3.679950714111328,0.0,0.0,0.0,0.0,0.0,3.366857201712472,2.295428630283901,0.0,0.22142000496387482,0.0,0.0,0.0,0.0,0.0,1.0757310390472412,1.0757310390472412,0.0,2.0,-2.7976560592651367,1.0757310390472412
21.462692260742188,98.65754699707031,2.3562169075012207,0.0,0.0,0.0,0.0,0.0,3.34585702078683,2.274428449358259,0.0,0.20653900504112244,0.0,0.0,0.0,0.0,0.0,1.1587735414505005,1.1587735414505005,0.0,3.0,-2.7253785133361816,1.1587735414505005
21.304195404052734,90.46110534667969,0.9629703164100647,0.0,0.0,0.0,0.0,-0.17766863987829573,3.335285677228655,2.2638571058000836,0.0,0.20070600509643555,0.0,0.0,0.0,0.0,0.5922287760612619,0.7429765404823172,1.335205316543579,0.0,4.0,-2.5865137577056885,1.335205316543579
21.050344467163086,89.78987884521484,1.1346392625455337e-7,0.0,0.0,0.0,0.0,-0.4384076733963269,3.3306429181780133,2.259214346749442,0.0,1.1119130053720194e-7,0.21045989599940382,0.0,0.0,0.0,1.2508989572525024,0.0,1.2508989572525024,0.0,5.0,-2.178436517715454,1.2508989572525024
20.93522834777832,89.11865234375,1.4210854715202004e-14,0.0,0.0,0.0,0.0,-0.442010315935222,3.337928444998605,2.2664998735700337,0.0,1.3926218695334752e-14,0.23913499712942637,0.0,0.0,0.0,1.2342326641082764,0.0,1.2342326641082764,0.0,6.0,-1.9874788522720337,1.2342326641082764
20.813135147094727,88.44742584228516,1.6940658945086007e-21,0.0,0.0,0.0,0.0,-0.4447190431642145,3.3530714307512555,2.2816428593226843,0.0,1.6601346367996635e-21,0.34427300095558167,0.0,0.0,0.0,1.1381237506866455,0.0,1.1381237506866455,0.0,7.0,-1.7595869302749634,1.1381237506866455
20.82729148864746,87.77619934082031,2.0194839173657902e-28,0.0,0.0,0.0,0.0,-0.4150788531732097,3.3963570731026786,2.324928501674107,0.09594999998807907,1.9790347061153216e-28,0.297885000705719,0.0,0.0,0.0,1.085711121559143,0.0,1.085711121559143,0.0,8.0,-1.6341214179992676,1.085711121559143
20.82213592529297,87.10497283935547,2.407412430484045e-35,0.0,0.0,0.0,0.0,-0.12056993129133886,3.4687142508370536,2.397285679408482,0.4058389961719513,0.0,0.0,0.0,0.0,0.5223109722137451,0.4018997550010681,2.3591932131234664e-35,0.9242107272148132,0.0,9.0,-1.2134344577789307,0.9242107272148132
20.95644760131836,86.43374633789062,2.8698592549372254e-42,0.0,0.0,0.0,0.0,0.13855815140244587,3.5534999847412108,2.4820714133126396,0.4112839996814728,0.0,0.0,0.0,1.3855814933776855,0.8792843818664551,0.0,0.0,0.8792843818664551,0.0,10.0,-0.9997038841247559,0.8792843818664551
