Temp_FH,Vol_HW,Soc_B,T_FH_plus,T_FH_minus,V_HW_plus,V_HW_minus,profits,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,index,B,HP
21.5,100.0,5.0,0.0,0.0,0.0,0.0,-0.5448048003437034,3.3961429050990515,2.32471433367048,0.0,0.0,0.24138900637626648,0.0,0.0,0.0,1.5746269226074219,0.0,1.5746269226074219,0.0,1.0,4.582021236419678,1.5746269226074219
21.743873596191406,99.32877349853516,4.999850273132324,0.0,0.0,0.0,0.0,-0.5014397328670706,3.366857201712472,2.295428630283901,0.0,0.0,0.22142000496387482,0.0,0.0,0.0,1.4500457048416138,0.0,1.4500457048416138,0.0,2.0,4.571325302124023,1.4500457048416138
21.91791343688965,98.65754699707031,4.999700546264648,0.0,0.0,0.0,0.0,-0.4533837766799831,3.34585702078683,2.274428449358259,0.0,0.0,0.20653900504112244,0.0,0.0,0.0,1.3047401905059814,0.0,1.3047401905059814,0.0,3.0,4.550146102905273,1.3047401905059814
21.832674026489258,90.46110534667969,4.999550819396973,0.0,0.0,0.0,0.0,-0.4986014325857724,3.335285677228655,2.2638571058000836,0.0,0.0,0.20070600509643555,0.0,0.0,0.0,1.4612987041473389,0.0,1.4612987041473389,0.0,4.0,4.563970565795898,1.4612987041473389
21.64190673828125,89.78987884521484,4.999401092529297,0.0,0.0,0.0,0.0,-0.3372608855271686,3.3306429181780133,2.259214346749442,0.0,0.0,0.21046000719070435,0.0,0.0,0.0,0.9137428998947144,0.0,0.9137428998947144,0.0,5.0,4.50617790222168,0.9137428998947144
21.358348846435547,89.11865234375,4.999251365661621,0.0,0.0,0.0,0.0,-0.33889189219045157,3.337928444998605,2.2664998735700337,0.0,0.0,0.2391349971294403,0.0,0.0,0.0,0.8905045986175537,0.0,0.8905045986175537,0.0,6.0,4.512137413024902,0.8905045986175537
21.06415557861328,88.44742584228516,4.999101638793945,0.0,0.0,0.0,0.0,-0.20421196735747493,3.3530714307512555,2.2816428593226843,0.0,0.0,0.34427300095558167,0.0,0.0,0.0,0.3364335298538208,0.0,0.3364335298538208,0.0,7.0,4.485657691955566,0.3364335298538208
20.675092697143555,87.77619934082031,4.9989519119262695,0.0,0.0,0.0,0.0,-0.2879946227071528,3.3963570731026786,2.324928501674107,0.09594999998807907,0.0,0.297885000705719,0.0,0.0,0.0,0.6620970368385315,0.0,0.6620970368385315,0.0,8.0,4.543039798736572,0.6620970368385315
20.454124450683594,87.10497283935547,4.998802185058594,0.0,0.0,0.0,0.0,0.0,3.4687142508370536,2.397285679408482,0.4058389961719513,0.0,0.0,0.22592595219612122,0.0,0.2963850200176239,0.0,0.0,0.2963850200176239,0.0,9.0,4.538957118988037,0.2963850200176239
20.26177406311035,86.43374633789062,5.224578380584717,0.0,0.0,0.0,0.0,0.0,3.5534999847412108,2.4820714133126396,0.4112839996814728,0.0,0.0,1.6912094354629517,0.0,0.573656439781189,0.0,0.0,0.573656439781189,0.0,10.0,4.562324047088623,0.573656439781189
20.282758712768555,85.76251983642578,6.915631294250488,0.0,0.0,0.0,0.0,0.0,3.6357143402099608,2.5642857687813896,0.399042010307312,0.0,0.0,2.951684832572937,0.0,1.0278230905532837,0.0,0.0,1.0278230905532837,0.0,11.0,4.584997653961182,1.0278230905532837
20.466798782348633,85.09129333496094,9.867108345031738,0.0,0.0,0.0,0.0,0.4702485273815471,3.6764286041259764,2.605000032697405,0.4126780033111572,0.0,0.0,0.13289165496826172,4.702485203742981,1.6764954328536987,0.0,0.0,1.6764954328536987,0.0,12.0,4.593212127685547,1.6764954328536987
21.107179641723633,84.4200668334961,9.999704360961914,0.0,0.0,0.0,0.0,0.4272293392901023,3.6952857426234655,2.623857171194894,0.42735400795936584,0.0,0.0,0.0002956390380859375,4.272293329238892,2.5295569896698,0.0,0.0,2.5295569896698,0.0,13.0,4.596736431121826,2.5295569896698
22.012910842895508,83.74884033203125,9.999700546264648,0.0,0.0,0.0,0.0,0.5317254503328419,3.703071403503418,2.6316429683140345,0.4101420044898987,0.0,0.0,0.0002994537353515625,5.317254424095154,0.7294541597366333,0.0,0.0,0.0,0.7294541597366333,14.0,4.522210121154785,-0.7294541597366333
21.728490829467773,119.89289093017578,9.999700546264648,0.0,0.0,0.0,0.0,0.3895631132954822,3.6968571254185267,2.6254285539899556,0.42344900965690613,0.0,0.0,0.0002994537353515625,3.8956310749053955,0.7859203815460205,0.0,0.0,0.7859203815460205,0.0,15.0,4.586269855499268,0.7859203815460205
21.969600677490234,111.36487579345703,9.999700546264648,0.0,0.0,0.0,0.0,0.20422417229748024,3.6502856663295202,2.5788570949009486,0.42343100905418396,0.0,0.0,0.0002994537353515625,2.04224169254303,0.1778777837753296,0.0,0.0,0.1778777837753296,0.0,16.0,4.520486354827881,0.1778777837753296
22.054075241088867,110.69364929199219,9.999700546264648,0.0,0.0,0.0,0.0,-0.20399590647204313,3.5252142769949777,2.453785705566406,0.1472499966621399,0.0,0.38490402698516846,0.0,0.0,0.0,0.29508230090141296,0.0,0.29508230090141296,0.0,17.0,4.455119609832764,0.29508230090141296
21.92498207092285,100.69489288330078,9.999401092529297,0.0,0.0,0.0,0.0,-0.9767746955861512,3.4631428854806083,2.3917143140520367,0.0,0.0,0.7052639722824097,0.0,0.0,0.0,2.5506515502929688,0.0,2.5506515502929688,0.0,18.0,4.595719814300537,2.5506515502929688
