Temp_FH,Vol_HW,Soc_B,V_HW_plus,V_HW_minus,T_FH_plus,T_FH_minus,profits,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,hour,index
20.35318760972762,129.9255262281508,6.7442779541015625,0.0,0.0,0.0,0.0,-0.07379793631724252,4.8628570829118996,0.0,0.0,0.0,0.18902599811553955,0.0,0.0,0.0,0.0569671131670475,0.0,0.0569671131670475,0.0,0.0,1.0
20.398619598605134,129.25429209729143,6.744075775146484,0.0,0.0,0.0,0.0,-0.07317172877676192,4.855357115609305,0.0,0.0,0.0,0.17225700616836548,0.0,0.0,0.0,0.0716487467288971,0.0,0.0716487467288971,0.0,1.0,2.0
20.43622556361249,128.58305796643205,6.743873596191406,0.0,0.0,0.0,0.0,-0.06621182078964782,4.845357159205845,0.0,0.0,0.0,0.15967600047588348,0.0,0.0,0.0,0.061030060052871704,0.0,0.061030060052871704,0.0,2.0,3.0
20.468673403684225,127.91182383557266,6.743671417236328,0.0,0.0,0.0,0.0,-0.06281031247219682,4.834928594316755,0.0,0.0,0.0,0.15532000362873077,0.0,0.0,0.0,0.05404769629240036,0.0,0.05404769629240036,0.0,3.0,4.0
20.494551492110293,127.24059733410782,6.74346923828125,0.0,0.0,0.0,0.0,-0.05908166963683237,4.840642874581473,0.0,0.009499999694526196,0.0,0.15200300514698029,0.0,0.0,0.0,0.044935885816812515,0.0,0.044935885816812515,0.0,4.0,5.0
20.50701719084799,126.56937083264297,6.743267059326172,0.0,0.0,0.0,0.0,0.0,4.912000056675502,0.0,0.18425999581813812,0.0,0.0,0.31120898202061653,0.0,0.026081006973981857,0.0,0.0,0.026081006973981857,0.0,5.0,6.0
20.508023629081382,125.89814433117813,7.054274082183838,0.0,0.0,0.0,0.0,0.14370755714506117,4.976142828805106,0.0,0.2739329934120178,0.0,0.0,0.0,1.4370755143463612,0.01039157435297966,0.0,0.0,0.01039157435297966,0.0,6.0,7.0
20.501274215430023,120.12585795564046,7.054062366485596,0.0,0.0,0.0,0.0,0.2839281083217501,0.0,4.024785668509347,0.3082900047302246,0.0,0.0,0.31867626309394836,2.8392809703946114,0.047802530229091644,0.0,0.0,0.0,0.047802530229091644,7.0,8.0
20.50973629806331,119.45462473889297,7.372527122497559,0.0,0.0,0.0,0.0,0.18326363746938132,5.168142809186663,0.0,0.31154200434684753,0.0,0.0,0.7026630640029907,1.8326363018713892,0.0022086449898779392,0.0,0.0,0.0022086449898779392,0.0,8.0,9.0
20.516487015038727,110.0094705676294,8.074969291687012,0.0,0.0,0.0,0.0,0.045805314513258644,0.0,4.102500043596541,0.3106450140476227,0.0,0.0,1.04871666431427,0.4580531269311905,0.06073521077632904,0.0,0.0,0.0,0.06073521077632904,9.0,10.0
20.52323712185025,104.02072285664346,9.123443603515625,0.0,0.0,0.0,0.0,0.21352397753890234,0.0,4.115857206072127,0.3001460134983063,0.0,0.0,0.21894164383411407,2.135239690542221,0.06647272408008575,0.0,0.0,0.0,0.06647272408008575,10.0,11.0
20.529987228661774,105.85783169414186,9.342111587524414,0.0,0.0,0.0,0.0,0.2873990530728913,0.0,4.144142913818359,0.3103350102901459,0.0,0.0,0.283913791179657,2.8739904165267944,0.03156083822250366,0.0,0.0,0.0,0.03156083822250366,11.0,12.0
20.536737335473298,85.44157791885905,9.625744819641113,0.0,0.0,0.0,0.0,0.41714292093934235,0.0,4.202857099260603,0.9527930021286011,0.0,0.0,0.0,4.171429043635726,0.030478114262223244,0.0,0.0,0.0,0.030478114262223244,12.0,13.0
20.54348744228482,90.69834229610143,9.625455856323242,0.0,0.0,0.0,0.0,0.5018980732320966,0.0,4.2512142453874855,0.30810999870300293,0.0,0.0,0.0,5.018980532884598,0.07270953059196472,0.0,0.0,0.0,0.07270953059196472,13.0,14.0
20.550237549096344,88.98116973406192,9.625166893005371,0.0,0.0,0.0,0.0,0.4004905233975453,0.0,4.283571461268833,0.3182229995727539,0.0,0.0,0.3748331069946289,4.004905074834824,0.08433881402015686,0.0,0.0,0.0,0.08433881402015686,14.0,15.0
20.556987655907868,91.85228172610324,9.999711036682129,0.0,0.0,0.0,0.0,0.35360692579972397,0.0,4.294071415492466,0.3080269992351532,0.0,0.0,0.00028896331787109375,3.536069117486477,0.043014802038669586,0.0,0.0,0.0,0.043014802038669586,15.0,16.0
20.56373776271939,91.537432979966,9.999700546264648,0.0,0.0,0.0,0.0,0.19712743746188502,0.0,4.276714270455496,0.37723100185394287,0.0,0.0,0.0002994537353515625,1.9712742962874472,0.004345139022916555,0.0,0.0,0.0,0.004345139022916555,16.0,17.0
20.570487869530915,84.24789863301041,9.999700546264648,0.0,0.0,0.0,0.0,0.029105798194042725,0.0,4.238285691397531,0.49322599172592163,0.0,0.0,0.0002994537353515625,0.2910579703748226,0.021016571670770645,0.0,0.0,0.0,0.021016571670770645,17.0,18.0
20.62229816390885,83.57667216320938,9.999700546264648,0.0,0.0,0.0,0.0,-0.12083873334879591,5.265785707746233,0.0,0.09974999725818634,0.0,0.34574800729751587,0.0,0.0,0.0,0.057047754526138306,0.0,0.057047754526138306,0.0,18.0,19.0
20.62990576379735,82.90544566174454,9.999401092529297,0.0,0.0,0.0,0.0,-0.11257566089344026,5.230500030517578,0.0,0.0,0.0,0.37415799498558044,0.0,0.0,0.0,0.0010941930813714862,0.0,0.0010941930813714862,0.0,19.0,20.0
