Temp_FH,Vol_HW,Soc_B,V_HW_plus,V_HW_minus,T_FH_plus,T_FH_minus,profits,COP_FH,COP_HW,PV_DE,B_DE,GR_DE,PV_B,PV_GR,PV_HP,GR_HP,B_HP,HP_FH,HP_HW,hour,index
21.6434441678226,144.05783596560622,9.996706008911133,0.0,0.0,0.0,0.0,-0.05230673908419359,0.0,3.997214262826102,0.0,0.0,0.16150300204753876,0.0,0.0,0.0,0.012852787971496582,0.0,0.0,0.012852787971496582,4.0,245.0
21.636694061011077,144.52007377943525,9.996406555175781,0.0,0.0,0.0,0.0,0.03153910520083125,0.0,4.074500029427664,0.18425999581813812,0.0,0.0,0.00359344482421875,0.3153910394757986,0.014505529776215553,0.0,0.0,0.0,0.014505529776215553,5.0,246.0
21.643443954735993,145.5579341450171,9.999700546264648,0.0,0.0,0.0,0.0,0.15321791631849252,0.0,4.166571426391601,0.2739329934120178,0.0,0.0,0.0002994537353515625,1.5321791023015976,0.021388545632362366,0.0,0.0,0.0,0.021388545632362366,6.0,247.0
21.650194061547516,147.25101657697675,9.999700546264648,0.0,0.0,0.0,0.0,0.3227574618263026,0.0,4.258285740443638,0.3082900047302246,0.0,0.0,0.0002994537353515625,3.2275744900107384,0.03963599354028702,0.0,0.0,0.0,0.03963599354028702,7.0,248.0
21.65694416835904,136.1223932356099,9.999700546264648,0.0,0.0,0.0,0.0,0.46969210285711627,0.0,4.343999944414412,0.31154200434684753,0.0,0.0,0.0002994537353515625,4.696920841932297,0.14308741688728333,0.0,0.0,0.0,0.14308741688728333,8.0,249.0
21.663694275170563,139.490107762852,9.999700546264648,0.0,0.0,0.0,0.0,0.603670793172549,0.0,4.4107857567923405,0.3106450140476227,0.0,0.0,0.0002994537353515625,6.036707691848278,0.04774732142686844,0.0,0.0,0.0,0.04774732142686844,9.0,250.0
21.670444381982087,142.81321756723543,9.999700546264648,0.0,0.0,0.0,0.0,0.6224839007102997,0.0,4.448857116699219,0.3001460134983063,0.0,0.0,0.0002994537353515625,6.224838759750128,0.04681584611535072,0.0,0.0,0.0,0.04681584611535072,10.0,251.0
21.67719448879361,141.66765381933175,9.999700546264648,0.0,0.0,0.0,0.0,0.6492605243826111,0.0,4.472428539821079,0.3103350102901459,0.0,0.0,0.0002994537353515625,6.492604985833168,0.09281037747859955,0.0,0.0,0.0,0.09281037747859955,11.0,252.0
21.683944595605134,145.6309329831395,9.999700546264648,0.0,0.0,0.0,0.0,0.5689303545973831,0.0,4.479500034877232,0.3222000002861023,0.0,0.0,0.0002994537353515625,5.689303319901228,0.05394752696156502,0.0,0.0,0.0,0.05394752696156502,12.0,253.0
21.690694702416657,150.07286586427387,9.999700546264648,0.0,0.0,0.0,0.0,0.3322765370617916,0.0,4.475285748073032,0.30810999870300293,0.0,0.0,0.0002994537353515625,3.322765238583088,0.059575192630290985,0.0,0.0,0.0,0.059575192630290985,13.0,254.0
21.69744480922818,153.7508046731785,9.999700546264648,0.0,0.0,0.0,0.0,0.27526266178539005,0.0,4.486142921447754,0.3182229995727539,0.0,0.0,0.0002994537353515625,2.75262650847435,0.05055108666419983,0.0,0.0,0.0,0.05055108666419983,14.0,255.0
21.704194916039704,156.73300928734324,9.999700546264648,0.0,0.0,0.0,0.0,0.200133612136388,0.0,4.478428513663156,0.3080269992351532,0.0,0.0,0.0002994537353515625,2.0013360418379307,0.04253750666975975,0.0,0.0,0.0,0.04253750666975975,15.0,256.0
21.710945022851227,158.84982508239617,9.999700546264648,0.0,0.0,0.0,0.0,0.13140269071470442,0.0,4.446785736083984,0.37723100185394287,0.0,0.0,0.0002994537353515625,1.3140268549323082,0.032692767679691315,0.0,0.0,0.0,0.032692767679691315,16.0,257.0
21.71769512966275,139.20288694985817,9.999700546264648,0.0,0.0,0.0,0.0,0.010385235066621886,0.0,4.387857110159738,0.49322599172592163,0.0,0.0,0.0002994537353515625,0.10385234653949738,0.2338722199201584,0.0,0.0,0.0,0.2338722199201584,17.0,258.0
21.724445236474274,141.68764055805727,9.999700546264648,0.0,0.0,0.0,0.0,-0.10095821722182485,0.0,4.2990000043596535,0.1472499966621399,0.0,0.2982479929924011,0.0,0.0,0.0,0.03827938437461853,0.0,0.0,0.03827938437461853,18.0,259.0
21.731195343285798,143.30420445724633,9.999401092529297,0.0,0.0,0.0,0.0,-0.15171379174396538,0.0,4.227000045776367,0.0,0.0,0.47749099135398865,0.0,0.0,0.0,0.028221627697348595,0.0,0.0,0.028221627697348595,19.0,260.0
21.73794545009732,137.41208687681032,9.999101638793945,0.0,0.0,0.0,0.0,-0.12417734162717409,0.0,4.195571436200823,0.0,0.0,0.3562360107898712,0.0,0.0,0.0,0.05768844485282898,0.0,0.0,0.05768844485282898,20.0,261.0
21.744695556908844,132.51344564296045,9.998802185058594,0.0,0.0,0.0,0.0,-0.12437483380237535,0.0,4.1711427961077,0.0,0.0,0.36024099588394165,0.0,0.0,0.0,0.054341766983270645,0.0,0.0,0.054341766983270645,21.0,262.0
